ARI?,diseases,coryza,wheezing,sore throat,nasal congestion,fever,cough,chills,difficulty breathing,coughing up sputum,shortness of breath,chest tightness,vomiting
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,0,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,0,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,0,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,0,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,0,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,0,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,0,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,0,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,0,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,0,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,1,0,0,0,0,0,0
non-ARI,salivary gland disorder,0,0,1,0,0,0,0,0,0,0,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,sick sinus syndrome,0,0,0,0,0,0,0,0,0,1,0,0
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
non-ARI,pyelonephritis,0,0,0,0,0,0,0,0,0,0,0,1
